編號,品牌通路,品牌,系列中文名稱,系列英文名稱,中文品名,英文品名,中文簡介,英文簡介,用途,品項,功效,上市日期,規格,販售國家,停產國家,是否限量,產品別名,建立時間,修改時間,是否為口碑之星,是否在前台隱藏,精選文章數,是否上過首頁推薦,產品圖,圖1,圖2,圖3,圖4,圖5,
11269,開架,Institut Karite Paris 巴黎乳油木,身體保養系列,,巴黎乳油木牛奶乳霜身體乳,Extra-Gentle Body Cream Milk Cream,珍貴乳油木成分，保濕、潤澤身體肌膚。,,美體產品,"身體保養,","保濕,滋潤,",,"容量:500ml:NT1690:RM0,","TW, MY",,N,巴黎乳油木牛奶乳霜身體乳,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480147937-1215372023.jpg,,,,,,
11275,開架,Institut Karite Paris 巴黎乳油木,臉部保養系列,,巴黎乳油木刮鬍霜,Cr_me A Raser Hydratante Moisturizing Shaving Cream,適量塗抹於鬍鬚，幫助刮鬍。,,男仕產品,"男仕刮鬍護理,","保濕,滋潤,",,"容量:75ml:NT1120:RM0,","TW, MY",,N,巴黎乳油木刮鬍霜,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480148098-3718911165.jpg,,,,,,
11278,開架,Institut Karite Paris 巴黎乳油木,身體保養系列,,巴黎乳油木溫和修護髮膜,Extra-Gentle Hair Treatment,滋養及修護受損髮絲。,,美髮產品,"護髮品,","保濕,柔順,修護,",,"容量:165ml:NT1250:RM0,","TW, MY",,N,巴黎乳油木溫和修護髮膜,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480148221-4108289444.jpg,,,,,,
11281,開架,Institut Karite Paris 巴黎乳油木,身體保養系列,,巴黎乳油木玫瑰皇后滋潤保濕護手霜,Rose Shea Hand Cream,乳油木，同時玫瑰添加，保濕、滋潤，並且香氛手部肌膚。,,美體產品,"身體保養,","保濕,滋潤,香氛,",,"容量:30ml:NT490:RM0,","TW, MY",,N,巴黎乳油木玫瑰皇后滋潤保濕護手霜,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480148416-1625887016.jpg,,,,,,
11284,開架,Institut Karite Paris 巴黎乳油木,身體保養系列,,巴黎乳油木玫瑰皇后保濕沐浴乳,Rose Shea Washing Cream,溫和潔淨肌膚，使肌膚滋潤保濕不乾澀，維持柔嫩光澤。,,美體產品,"身體清潔,","深層清潔,保濕,滋潤,香氛,",,"容量:500ml:NT1560:RM0,","TW, MY",,N,巴黎乳油木玫瑰皇后保濕沐浴乳,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480148512-3667981632.jpg,,,,,,
11287,開架,Institut Karite Paris 巴黎乳油木,身體保養系列,,巴黎乳油木玫瑰皇后保濕美體乳,Rose Shea Body Milk,保養身體肌膚同時，有乳油木保濕，同時散發玫瑰芳香。,,美體產品,"身體保養,","保濕,滋潤,舒緩,香氛,",,"容量:500ml:NT1690:RM0,","TW, MY",,N,"Institut Karite Paris 玫瑰皇后保濕美體乳,巴黎乳油木 玫瑰皇后保濕美體乳,玫瑰皇后保濕美體乳",2016/11/26,,N,N,2,N,https://pic.pimg.tw/styleme/1480148602-3037554460.jpg,,,,,,
11290,開架,webner 葦柏納,臉部保養系列,,鑽石光采淨白精華液,Ultima  Turing White Intensive Concentrate,2015年全新升級版大馬士革玻瑰精油，導出黑色素，大西洋雪松精油，排除肌膚濁質，專利美白熊果素，讓肌膚更淨白、更透亮。,,保養品,"精華液,","保濕,滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,平滑膚觸,抗氧化,",,"容量:50ml:NT4600:RM0,","TW, MY",,N,"webner 鑽石光采淨白精華液,葦柏納 鑽石光采淨白精華液,鑽石光采淨白精華液",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480148742-3283591077.jpg,,,,,,
11293,開架,webner 葦柏納,臉部保養系列,,極致抗老菁露,Ultima Anti-Aging Lotion,可抗氧化及對抗紫外線傷害。,,保養品,"精華液,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:50ml:NT2800:RM0,","TW, MY",,N,"極致抗老菁露,極致抗老菁露 webner",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480149034-1347391642.jpg,,,,,,
11296,開架,Dr. Jart+,底妝系列,,零孔慌BB霜SPF30 PA++,Dis A Pore Beauty Balm BB Cream SPF30 PA++,強效改善毛孔問題，複合毛孔緊緻配方，有效鎮靜肌膚、調節皮脂、緊緻毛孔，輕輕一抹，毛孔、瑕疵瞬間消失！一瓶擁有妝前飾底乳、防曬、粉底功能。,,彩妝品,"BB霜,","控油,修飾毛孔,防曬,遮瑕,",,"容量:50ml:NT1150:RM0,","TW, MY",,N,"Dr. Jart+ 零孔慌BB霜,零孔慌BB霜",2016/11/26,,N,N,7,N,https://pic.pimg.tw/styleme/1488468629-175835589.png,https://pic.pimg.tw/styleme/1481527065-1413033463.jpg,,,,,
11299,開架,CHAPEX 喬沛詩,臉部保養系列,,水凝煥采晶露,Brillant Clarifying Seurm,針對易敏弱、混和型和油性肌膚、年輕肌膚，能溫和的去除老廢角質，深層清潔毛孔，能加速後續保養品的吸收，提升保養的功效。,,保養品,"精華液,","保濕,滋潤,修護,抗氧化,",,"容量:30ml:NT890:RM0,","TW, MY",,N,"水凝煥采晶露,水凝煥采晶露 喬沛詩",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480149145-2912218991.jpg,,,,,,
11302,開架,CHAPEX 喬沛詩,臉部保養系列,,,,緊實肌膚，改善皮膚皺紋細紋，抵抗衰老，提升皮膚自我修護，DNA修護，減少皮膚破壞受損，保濕抗炎，維持皮膚水嫩健康。,,保養品,"精華液,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:30ml:NT990:RM0,","TW, MY",,N,,2016/11/26,,N,N,1,N,https://pic.pimg.tw/styleme/1480149233-3754473102.jpg,,,,,,
11305,開架,CHAPEX 喬沛詩,臉部保養系列,,肌因動能抗老原液,Argan Stem Cells Anti-Aging Proto Serum,"1.緊實肌膚，改善皮膚皺紋細紋。
2. 抵抗衰老，提升皮膚自我修護。",,保養品,"精華液,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:30ml:NT950:RM0,","TW, MY",,N,"肌因動能抗老原液,肌因動能抗老原液 喬沛詩",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480149320-3646804202.jpg,,,,,,
11308,開架,CHAPEX 喬沛詩,臉部保養系列,,,,.緊實肌膚，改善皮膚皺紋細紋(舒緩肌膚皺紋)2. 抗老並提升皮膚自我修護。,,保養品,"精華液,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:30ml:NT950:RM0,","TW, MY",,N,,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480149403-2694976811.jpg,,,,,,
11311,開架,BIONIKE,臉部保養系列,,HYDRA5岩玫瑰多活性淡化皺紋精華乳,Hydra5 Booster,清新輕薄的質地，瞬間滋潤為您解除肌膚的渴，提供持久深層的滋潤，增加肌膚保水能力。包含BOOSTER，在高濃度且並在三種活化形式的玻尿酸，與複雜的抗老植物複合物、岩玫瑰，強化並使肌膚有活力，保護皮膚，預防肌膚老化現象。特殊的柔焦效果粉末能夠捕捉光線均勻的擴散，使臉部肌膚顯得更加柔和，更加容光煥發彷彿新生。,,保養品,"精華液,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:30ml:NT1480:RM0,","TW, MY",,N,"HYDRA5岩玫瑰多活性淡化皺紋精華乳,HYDRA5岩玫瑰多活性淡化皺紋精華乳 bionike",2016/11/26,,N,N,1,N,https://pic.pimg.tw/styleme/1480149494-2049077207.jpg,,,,,,
11314,開架,BIONIKE,臉部保養系列,,清潔慕斯,Defence Cleasing Mousse,柔軟慕斯狀泡沫的液體清潔劑，可以清潔肌膚上雜質，同時平衡肌膚乾燥，並恢復臉部清新與柔軟度，不含香料。適合清潔敏感性或脆弱的臉部肌膚。,,保養品,"洗顏產品,","清潔,保濕,滋潤,",,"容量:150ml:NT860:RM0,","TW, MY",,N,"清潔慕斯,清潔慕斯 bionike",2016/11/26,,N,N,20,N,https://pic.pimg.tw/styleme/1480149578-2575875636.jpg,,,,,,
11317,開架,BIONIKE,臉部保養系列,,亮采潔面乳,Defence Radiance Milk Cleanser,乳化液含有高脂質(甘油三酸酯：肌膚柔潤劑，能補充肌膚油脂。)，可以去除彩妝與所有雜質，同時保持肌膚的平衡並恢復臉部自然亮度，且不含香料。建議用於一般與混合型肌膚。,,保養品,"洗顏產品,","保濕,滋潤,",,"容量:200ml:NT980:RM0,","TW, MY",,N,"亮采潔面乳,亮采潔面乳 bionike",2016/11/26,,N,N,1,N,https://pic.pimg.tw/styleme/1480149666-3864316618.jpg,,,,,,
11320,開架,BIONIKE,臉部保養系列,,眼妝卸妝油,Defence Two-Phase   Eye Make-Up Remover,眼妝卸妝液去除難卸的彩妝和防水彩妝，同時使肌膚不殘留眼妝，溫和的卸除眼部區域。最嬌嫩的眼周肌膚也可以將眼妝卸除乾淨。,,保養品,"卸妝產品,","清潔,深層清潔,保濕,滋潤,",,"容量:150ml:NT960:RM0,","TW, MY",,N,眼妝卸妝油 bionike,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480149807-3595770661.jpg,,,,,,
11323,開架,BIONIKE,臉部保養系列,,微晶磨砂膏,Defence Micro-Exfolitaing Scrub,荷荷巴油：為一種油脂，它的呈現方式為液體“蠟”狀態。因此，它的油蠟可形成薄膜及具保護作用。,,保養品,"臉部去角質,","清潔,去角質,深層清潔,保濕,滋潤,",,"容量:75ml:NT880:RM0,","TW, MY",,N,微晶磨砂膏 bionike,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480149875-3169246627.jpg,,,,,,
11329,開架,BIONIKE,臉部保養系列,,修護基礎潔膚水,Defence Essencial Cleasing Water,溫和的界面活性劑讓妳的肌膚再度恢復平衡。含有最少量的添加成份，是敏感肌膚最理想的臉部清潔和卸妝用品。清潔和卸妝後，給肌膚舒適、柔軟的細膩感覺。提升肌膚防護力，有助於防止肌膚龜裂。使用時不需要加水沖洗，避免水份流失，同時可以去除污垢並清潔肌膚，由其對敏感肌膚者也很適用。不含香料。,,保養品,"卸妝產品,","卸妝,清潔,深層清潔,保濕,",,"容量:200ml:NT860:RM0,","TW, MY",,N,修護基礎潔膚水 bionike,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480150054-55160355.jpg,,,,,,
11332,開架,KBEAUTY,底妝系列,,PERIPERA水感甜心氣墊粉餅 SPF50 PA+++,PERIPERA Peri's Water Moist Cushion SPF50 PA+++,添加保濕成分加上高係數防曬，乳木果油，茶樹精華萃取，超水感的底妝，完美解決肌膚困擾，水嫩服貼不卡粉，完美遮瑕，打造閃閃動人的底妝。,,彩妝品,"氣墊粉餅,","保濕,服貼,防曬,遮瑕,好推勻,",,"容量:13g:NT499:RM0,","TW, MY",,N,"KBEAUTY 水感甜心氣墊粉餅,PERIPERA 水感甜心氣墊粉餅,水感甜心氣墊粉餅",2016/11/26,,N,N,3,N,https://pic.pimg.tw/styleme/1488468732-1991857903.png,https://pic.pimg.tw/styleme/1481527108-316477911.jpg,,,,,
11335,開架,BIONIKE,臉部保養系列,,岩玫瑰淡化皺紋緊緻活膚霜,Defence Hydra5 Opthydra Muti-Active Moisturising Cream,富含有豐富的質地、易融入肌膚，這款活膚霜能滋潤肌膚，提高肌膚保水能力，使臉部肌膚感覺到光滑、柔軟。並透過白茅萃取物提供的oligoelements，制定一種抗老化之植物複雜水合物，強化並使肌膚有活力，含三種玻尿酸形式，保護肌膚，並有助於預防肌膚老化現象。,,保養品,"乳霜,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:50ml:NT1280:RM0,","TW, MY",,N,岩玫瑰淡化皺紋緊緻活膚霜,2016/11/26,,N,N,2,N,https://pic.pimg.tw/styleme/1480150148-981945761.jpg,,,,,,
11338,開架,PERLABELLA 義貝拉,臉部保養系列,,緊緻臉部抗老珍珠膠囊,Renitol Anti-Aging Face PureDose Pearls,能夠精確的針對皺紋及受損區域，運用高濃度的精華液，傳遞給肌膚的細胞，進而達到抗老化的效果，各種膚質都適用。,,保養品,"精華液,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",2016/11/26,"容量:7顆:NT350:RM0,","TW, MY",,N,"緊緻臉部抗老珍珠膠囊,緊緻臉部抗老珍珠膠囊 義貝拉",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480150246-2635161421.jpg,,,,,,
11341,開架,Pure Beauty,臉部保養系列,,紅石榴高效活顏防禦修護精華,PomeGranate Urban Shield Antioxdant & Atnipollution Reviving Serum,直導底層滋養 防禦力UP經特殊研發易直導底層的清爽質地，蘊含嶄新獨特防護複合成分，有效加強肌膚防禦。,,保養品,"精華液,","保濕,滋潤,緊實,修護,抗氧化,舒緩,",,"容量:35ml:NT550:RM0,","TW, MY",,N,"紅石榴高效活顏防禦修護精華,紅石榴高效活顏防禦修護精華  purebeauty",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480150340-509983523.jpg,,,,,,
11344,開架,ZA,肌Q水潤系列,,肌Q水潤洗面乳(清爽型),,調理角質層，還原剔透明亮的肌膚，徹底潔淨毛孔皮脂污垢，經肌膚敏感性測試，溫和不刺激。,,保養品,"洗顏產品,","清潔,保濕,",,"容量:100g:NT130,","TW, MY",,N,"ZA 肌Q水潤洗面乳(清爽型),肌Q水潤洗面乳(清爽型)",2016/11/26,,N,Y,,N,https://pic.pimg.tw/styleme/1480150332-109692030.jpg,,,,,,
11347,開架,Absolute New York 絕色紐約,底妝系列,,修容煥膚古銅粉餅,Pro Bronzer,讓臉跟身體肌膚散發耀眼古銅色，粉質細膩，輕鬆服貼於肌膚上，一整天都不脫妝，保有完美妝容，肌膚更顯自然清透。,,彩妝品,"粉餅,","透亮,長效持妝,服貼,",,"容量:15g:NT350:RM0,","TW, MY",,N,"Absolute New York 修容煥膚古銅粉餅,修容煥膚古銅粉餅,絕色紐約 修容煥膚古銅粉餅",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480150462-298929788.jpg,,,,,,
11350,開架,Jericho,臉部保養系列,,死海活膚蘆薈凝露,Aloe Vera Gel,保濕修護曬傷燙傷的肌膚 含豐富的蘆薈萃取 還你Q彈水嫩肌。,,保養品,"凝膠凝凍,","保濕,滋潤,舒緩,溫和低刺激,",,"容量:200ml:NT800:RM0,","TW, MY",,N,"死海活膚蘆薈凝露,死海活膚蘆薈凝露 jericho",2016/11/26,,N,N,1,N,https://pic.pimg.tw/styleme/1480150451-3010456772.jpg,,,,,,
11353,開架,ZA,肌Q水潤系列,,肌Q水潤洗面乳(保濕型),,調理角質層，還原剔透明亮的肌膚，徹底潔淨毛孔皮脂污垢，經肌膚敏感性測試，溫和不刺激。,,保養品,"洗顏產品,","清潔,滋潤,",,"容量:100g:NT130,","TW, MY",,N,"ZA 肌Q水潤洗面乳(保濕型),肌Q水潤洗面乳(保濕型)",2016/11/26,,N,Y,,N,https://pic.pimg.tw/styleme/1480150468-2799067238.jpg,,,,,,
11356,開架,webner 葦柏納,臉部保養系列,,極致抗老水凝霜,Ultima Anti-Aging Emulsion,德國原裝進口3國專利 3支幹細胞，可對抗氣候變遷造成細胞老化現象。,,保養品,"乳霜,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:50ml:NT5800:RM0,","TW, MY",,N,"極致抗老水凝霜,極致抗老水凝霜 webner",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480150569-956506205.jpg,,,,,,
11359,開架,3M,,,抗痘美白洗面乳,,添加維他命C醣甘(AA2G)，美白淨澈痘痘肌膚，特殊潔淨配方+保濕泡泡，吸附洗淨毛孔內髒污、多餘皮脂、老廢角質，高效玻尿酸+維他命B5，洗後水嫩清爽不緊繃。,,保養品,"洗顏產品,","清潔,抗痘,美白,",,"容量:100g:NT135,","TW, MY",,N,"3M 抗痘美白洗面乳,抗痘美白洗面乳",2016/11/26,,N,Y,5,N,https://pic.pimg.tw/styleme/1480150626-967303028.jpg,,,,,,
11362,,3M,,,深層潔淨抗痘洗面乳,,深層潔淨配方，洗淨毛孔內髒汙、多餘皮脂、老廢角質。內含潔涼因子，洗時洗後肌膚沁涼舒爽。,,保養品,"洗顏產品,","清潔,深層清潔,抗痘,",2016/11/26,"容量:120g:NT135,","TW, MY",,N,"3M 深層潔淨抗痘洗面乳,深層潔淨抗痘洗面乳",2016/11/26,,N,Y,,N,https://pic.pimg.tw/styleme/1480150717-4098796992.jpg,,,,,,
11365,開架,Biore 蜜妮,DEEP FREE深層洗面乳系列,,深層毛孔洗面乳,,綠柔珠：徹底清潔，毛孔就不會堆積過多皮脂污垢，可使毛孔看起來較不明顯。白柔珠：清除老廢角質，細緻光滑。,,保養品,"洗顏產品,","清潔,收斂毛孔,",,"容量:100g:NT135,","TW, MY",,N,"Biore 深層毛孔洗面乳,深層毛孔洗面乳,蜜妮 深層毛孔洗面乳",2016/11/26,,N,Y,16,N,https://pic.pimg.tw/styleme/1480150868-807194989.jpg,,,,,,
11368,開架,BURT'S BEES 小蜜蜂爺爺,臉部保養系列,,女王蜂活膚精華液,Radiance Multi-Vitamin Serum,添加珍貴的蜂王漿成份，可以賦活肌膚、撫平細紋、加強肌膚光澤。,,保養品,"精華液,","保濕,滋潤,緊實,修護,",,"容量:13ml:NT1380:RM0,","TW, MY",,N,"女王蜂活膚精華液,女王蜂活膚精華液 burtsbee",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480150997-2947003380.jpg,,,,,,
11371,,Biore 蜜妮,DEEP FREE深層洗面乳系列,,深層淨透洗面乳,,,,保養品,"洗顏產品,清潔面膜,","清潔,",,"容量:120g:NT135,","TW, MY",,N,"Biore 深層淨透洗面乳,深層淨透洗面乳,蜜妮 深層淨透洗面乳",2016/11/26,,N,Y,4,N,https://pic.pimg.tw/styleme/1480150990-326197651.jpg,,,,,,
11374,開架,NEUTROGENA 露得清,凝時賦活系列,,凝時賦活抗皺緊緻精華,Ageless Anti-Wrinkle & Firming Essence,多重植物配方，含抗氧黑莓與蒔蘿精華，實驗證明能深入滲透修護並提升功能性彈力纖維，幫助強化不同肌層肌膚彈性，由內而外緊致肌膚、對抗皺紋與細紋。,,保養品,"精華液,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:30ml:NT890:RM0,","TW, MY",,N,"凝時賦活抗皺緊緻精華,凝時賦活抗皺緊緻精華 露得清",2016/11/26,,N,N,34,N,https://pic.pimg.tw/styleme/1480151130-2865729528.jpg,,,,,,
11377,開架,Biore 蜜妮,DEEP FREE深層洗面乳系列,,深層淨白洗面乳,,20倍量超柔細微米按摩柔珠，輕柔按摩，帶走不要的暗沉角質與皮脂髒污(與同系列其他柔珠作比較)。洗淨暗沉與粗糙，肌膚摸起來更柔軟，如新生般潔白透亮。,,保養品,"洗顏產品,","清潔,美白,",,"容量:100g:NT135,","TW, MY",,N,"Biore 深層淨白洗面乳,深層淨白洗面乳,蜜妮 深層淨白洗面乳",2016/11/26,,N,Y,6,N,https://pic.pimg.tw/styleme/1480151137-2567839782.jpg,,,,,,
11380,開架,OLAY 歐蕾,多元修護系列,,多元修護粉嫩氣色乳,Total Effects Touch Foundation SPF15,使用後顯著改善細紋，獨特無油配方，不阻塞毛孔，無需特別卸妝，簡單水洗即可。,,保養品,"乳液,","保濕,滋潤,細緻毛孔,透亮,均勻膚色,潤色,",,"容量:50ml:NT749:RM0,","TW, MY",,N,"多元修護粉嫩氣色乳,多元修護粉嫩氣色乳 olay",2016/11/26,,N,N,3,N,https://pic.pimg.tw/styleme/1480151275-4281771196.jpg,,,,,,
11383,開架網路,am+pm skincare,保養系列,,,,,,保養品,"精華液,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:30ml:NT950:RM0,","TW, MY",,N,,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480151425-2599466670.jpg,,,,,,
11386,開架,HADALABO,臉部保養系列,,MELANO CC 集中對策美白淡斑精華,,嚴選3重維他命亮白精華，深入滲透角質層，有效改善乾燥暗沉肌膚，實現白皙無瑕的透明感美肌。,,保養品,"精華液,","保濕,滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,",,"容量:20g:NT495:RM0,","TW, MY",,N,MELANO CC 集中對策美白淡斑精華,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480151525-714841701.jpg,,,,,,
11389,開架,NIVEA 妮維雅,唇部保養,,極致保濕護唇膏SPF 10,,質地滑順的保濕護唇膏，添加蘆薈保濕精華與獨特HYDRA IQ鎖水保濕因子，能鎖住水分，呵護乾燥雙唇，提供全天候保濕，使雙唇水嫩透亮。乳油木果與蜂蠟的添加，加強滋養護理脆弱唇部與淡化唇紋。水嫩不油膩，幫助唇肌快速吸收。,,保養品,"唇部保養,","保濕,滋潤,改善細紋,不黏膩,好吸收,",,"容量:4.8g:NT119,","TW, MY",,N,"NIVEA 極致保濕護唇膏SPF 10,妮維雅 極致保濕護唇膏SPF 10,極致保濕護唇膏SPF 10",2016/11/26,,N,Y,,N,https://pic.pimg.tw/styleme/1480151604-2827730329.jpg,,,,,,
11392,開架,Dr.Satin,清潔系列,,魚子舒敏淨化卸妝乳,Caviar Desensitizing And Cleansing Makeup Remover Lotion,輕質乳液狀修護配方，能讓在高效深層卸妝的同時，兼具修護並滋潤肌膚！,,保養品,"卸妝產品,","卸妝,清潔,深層清潔,",,"容量:180ml:NT790:RM0,","TW, MY",,N,"魚子舒敏淨化卸妝乳,魚子舒敏淨化卸妝乳 drsatin",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480151694-3006164154.jpg,,,,,,
